titles,desc,valid
Desenvolvedora de Software Frontend - Pleno,- Responsável por fazer o code review do time- Arrumar bugs em produção- Ajudar e formar novos desenvolvedores- Arrumar os pacotes de todos os ambientes e fazer deploy- Participação em reuniões de analytics para ajudar aIdentificar gargalos de clientes e problemas técnicos- Fazer refatorações constantes nos códigos- Deploy e publicação dos apps na Apple Store e Google Play,indefinido
Desenvolvedora de Software Frontend - Júnior,- Desenvolver novas funcionalidades mantendo o padrão de Código- Colaborar com reuniões de design e negócio para criar soluções escaláveis e performáticas de frontend,indefinido
Web Dev Teacher Assistant,"- Teacher Assistent of Ironhack's part-time Web Development course.- Current Stack: HTML, CSS, Javascript, Node, Express, Mongo & REACT.",fullstack
Software Developer Junior - Frontend,- VueJS + Typescript- HTM + CSS + SASS,front
Analista Júnior,Atuação em projeto do Satander e SKY:- Manipulação de dados com excel- Metodologia Agile: SCRUM - JIRA e Confluence- IBM Integration BUS,indefinido
Estagiária na Área de Fabricação,"Estagiária do programa “Fábrica de Talentos“.-	Desenvolvimento de projetos focados em melhoria da qualidade, performance e redução de custos-	Análise de indicadores-	Auxílio ao chefe de produção nas atividades de gestão e na resolução de problemas através do ciclo PDCA, 5S e metodologias KAIZEN-	Experiência em diferentes postos, como operador (trabalhando com solda ponto), operador sênior e analista de qualidade.",indefinido
Estagiária em Pós Vendas,-	Análise de indicadores-	Contato com clientes-	Otimização de processos com VBA e Excel,indefinido
Estagiária em Pesquisa e Desenvolvimento.,-	Desenhos de materiais elétricos no AutoCad-	Pesquisa e desenvolvimento de sensor de corrente de fuga-	Pesquisa e desenvolvimento de metodologia para avaliação de materiais dielétricos (tema do meu Trabalho de Conclusão de Curso),indefinido
Voluntária Projeto “LUX”,"Trabalho voluntário, como apresentadora do Projeto “LUX”. O projeto apresenta vídeos sobre os experimentos do Projeto “Luz Ciência e Emoção”. A série está disponível no site da Elétrica UFPR (http://www.eletrica.ufpr.br/lux/Site/LUX.html).",indefinido
Voluntária Projeto “Luz Ciência e Emoção”,"Trabalho voluntário em pesquisa e montagem de um dos experimentos do projeto. Os experimentos foram expostos no Museu Municipal de Arte e tiveram o objetivo de instigar a curiosidade, das crianças, sobre ciência.",indefinido
Motorista Bilíngue - Copa do Mundo 2014,"Motorista bilíngue oficial – Copa do Mundo FIFA 2014 no BrasilMotorista para o comitê técnico dos times: Honduras, Australia, Irã e Argélia.",indefinido
Product Designer,"- Sobre a tryPioneiros em experiência do usuário de ponta a ponta.O modelo tradicional de negócios está quebrado. Divisões entre produto, marketing, vendas e canais não existem mais. Propostas de negócio e demandas de consumo precisam ser pensadas de forma integrada, numa narrativa contínua que apaga as fronteiras entre produto, marca e serviço.Desenhamos experiências de ponta a ponta, partindo da estratégia de negócio até o último detalhe do design.",indefinido
Product Designer,A Yuny é uma incorporadora imobiliária que se destaca pelo desenvolvimento de projetos residenciais e comerciais de alto padrão em regiões nobres e com potencial de crescimento e valorização em São Paulo.Efetuei um Discovery e criação do conceito de uma aplicação para leitura do manual dos empreendimentos,indefinido
Product Designer,"Especializada no desenvolvimento de software para controle de frota e gestão de transporte desde março de 2001, a SIALOG desenvolve sistemas inovadores para gestão de frota e transporte, rotinas administrativas, entre outros.Atuei criando a identidade visual e design do novo sistemada empresa; desenvolvendo o protótipo do front-end, UX & UI, acompanhei a implementação, e ajudei a fazer o código de parte dos protótipos. Trabalhei utilizando Photoshop, illustrator, Adobe XD e para desenvolvimento utilizei HAML, Javascript e CSS, utilizando Scrum para o gerenciamento do projeto.",front
Estagiário de TI,"Suporte a usuário; 
Implementação de serviços de rede;
VOIP
Manutenção de computadores;",indefinido
Estagiário de TI,Suporte a usuário,indefinido
Desenvolvedor Back-End,Desenvolvimento de backend,back
Desenvolvedor Front-End,"Empresa de IOT, focada no seguimento de entregas.",indefinido
Desenvolvedor Full Stack,Empresa voltada para soluções digitais,indefinido
Desenvolvedor Full Stack,Empresa voltada para soluções digitais,indefinido
Analista de Sistemas,Empresa especializada em consultoria e alocação de mão de obra em TI,indefinido
CEO,"Com a experiência de anos na área e com a bagagem de CTO na Inovice resolvi empreender com a Bnk Tecnologia, que tem como principal desafio ajudar startups a lançarem seus produtos ou serviços com a marca da inovação. A expertise e a multidisciplinariedade do nosso time são diferencias na hora de entregar o maior valor para todos os clientes e parceiros da Bnk Tecnologia.Neste período, é importante ressaltar o desenvolvimento e lançamento de uma solução proprietária, a Suprem.Cash, uma plataforma financeira de contas digitais para recebimentos/pagamentos online e interligada ao sistema Sicoob. Tal exponencialidade, favoreceu a venda total da tecnologia em meados de 2019.",indefinido
CTO,"A Encaixe é uma solução para automação comercial dos estabelecimentos de saúde, capaz de otimizar a receita por meio do agendamento em rede (all-line), suprimir o no-show através das rotinas de engajamento via WhatsApp e principalmente, facilitar a vida de quem está atrás do balcão. Como em qualquer início, fui o responsável pela modelagem do negócio, estudos de viabilidade comercial e relacionamento com parceiros estratégicos, levantamento de requisitos sistêmicos, recrutamento dos demais fundadores e captação de investimentos.",indefinido
Analista de dados e Inteligência Artificial,Investigando novas soluções e tecnologias para implementar a segurança durante o processo de avaliação e verificação dos dados durante o processo de abertura de novas contas dos usuários na plataforma.Intenção é identificar possíveis fraudes nos cadastros e nas movimentações financeiras.,indefinido
CTO,"Nessa oportunidade acolhi o convite de encabeçar o desenvolvimento do Sistema de Análise de Crédito e Sistema de B.I.. O resultado da experiência foi o crescimento do departamento de T.I. com o aumento da demanda e a necessidade de selecionar e treinar uma equipe variada e com profissionais de programação, design UI/UX, analista de requisitos e suporte.",indefinido
Especialista em Infraestrutura e Softwares,"Após uma temporada na Europa, abracei a oportunidade de criar do zero o departamento de desenvolvimento e produção de software com controle de versão local “gitorious”. Especializei-me em metodologias ágeis, destacando-se entre elas a Programação PHP5 OOP, ZendFramework e servidores Linux de distribuição Ubuntu.",back
Consultor e Desenvolvedor de Softwares,"Praticando a programação desde os 16 anos de idade, tive como primeira experiência profissional o posto de consultor técnico em uma multinacional de médio porte, presente em 3 países. Foi a partir da atribuição de implementar e aplicar soluções em T.I. que tive o privilégio de trabalhar meus conhecimentos em novas tecnologias, entre elas as linguagens C#, PL/SQL com SGBD Oracle, bem como IVR.",back
Software Developer Intern,"Desenvolvedor backend. Trabalho no desenvolvimento e manutenção de parsers de arquivos de diferentes formatos (PDF, CSV, TXT, JSON, XML), padronização dos dados e no carregamento das informações para o banco de dados. Tecnologias: - Python - Java - MySQL",back
Software Developer,"Aplicativo para loja de materiais de construção na cidade de Teresina-PI. Além do aplicativo, foi desenvolvido um sistema web para gerenciar estoque, pedidos, promoções e cupons de desconto, etc. Links de aplicativos: - https://play.google.com/store/apps/details?id=com.construrapi.construrapi - https://apps.apple.com/br/app/construrapi/id1560896070Tecnologias:Node.JS + GraphQL (Backend)React JS (Frontend Web)React Native (Frontend Mobile)",mobile-fullstack
Software Developer Intern,Desenvolvimento de sistema de gestão e automação de contratos/serviços prestados pela empresa. Tecnologias usadas: - React (Frontend)- Node.JS + Mysql (Backend + Storage)- Digital Ocean (Deployment/Server),fullstack
Web Developer,Desenvolvimento de Sistema de Monitoramento de Processos para acompanhamento das reclamações do Piauí Custo de forma ágil e centralizada. Tecnologias usadas: - React (Frontend)- Python + Beautiful Soup (Scraping)- Flask + Mysql (Backend + Storage),fullstack
Analista de programa sênior,"FullStack developer, atuando no projeto Plataforma de Serviços Digitais e Controle do TCUUtilização de ferramentas e ambiente de ponta como: Oracle, Java, Kotlin, Spring Boot 2, Angular, Docker, Kubernetes, Rancher, Jenkins, GitLab.",fullstack
Desenvolvedor Freelancer,"Algumas das principais atividades:Implementação e manutenção do portal de credenciamento de uma empresa de serviços de alimentação utilizando como stack principal, Angular 7, API Rest (EJB, Hibernate, JWT) e Mysql Desenvolvimento, modelagem de dados e arquitetura de uma rede social (GROOVOO: https://groovoo.app) sobre relacionamentos para pessoas que estão confirmadas em eventos promovidos nos Estados Unidos, neste projeto foram usados tecnologias de ponta como, React Native, React.js, API RestFul com Express e banco de dados Mysql .Desenvolvimento de uma Ticketeira para uma Startup americana, produtora de eventos. Foi utilizado para vendas de ingressos o provedor de pagamentos Stripe e a Stack de desenvolvimento foi: Next.js, Node, Docker, mysql, firebase.Desenvolvimento de um sistema para gerenciamento escolar, atendendo as principais funcionalidades, como cadastro e acompanhamento do desempenho dos alunos, emissão de relatórios, boletins, ocorrências, lançamento de notas, média final dos alunos.Desenvolvimento de plugins Wordpress para customização da UI de portais web.Consultoria e acompanhamento em desenvolvimentos de sistemas WEB . Desenvolvimento de portais e sistemas WEB diversos. Stack em geral: Vanilla javascript, Jquery, React, Angular, Node.js e Spring.",fullstack
Técnico em Informática,Suporte e consultoria no sistema de gerenciamento para clínicas e hospitais odontológicosLiderança de equipe.,indefinido
Frontend Developer,Desenvolvimento frontend da rede social OXDreams e outros produtos internos.Usando as tecnologias:- React native;- React JS- Html/css/sass- Redux Thunk,front
Frontend Developer,Desenvolvimento de sistemas customizados utilizando a tecnologia Vue.js e React.js,front
Frontend Developer,"Entregas de páginas web nas tecnologias de html, css, sass, javaScript/JQuery",front
Full-stack Developer,"Desenvolvimento da Api, CMS e PWA do website do cliente da DataMaster (Chá Prenda) com as tecnologias: React.js, graphQl, Postgres, Material UI, bootstrap.",front
Full-stack Developer,"Desenvolvimento de API, CMS e site da FullSoft.Tecnologias: React.js, graphQl, Postgres, Material UI, bootstrap.",front
Frontend Developer,"Tipos de projetos- Sites institucionais - Blog- Ecommerces- AplicativosTecnologias:- Angular JS;- Angular 2+;- Ionic;- Bootstrap;- HTML 5, css, sass, less;- View engines, Razor, Pub, ASPX;- Páginas AMP;Plataformas Ecommerces: - Tray,- Axys EcommerceLeituras de layouts de projetos:- PSD- XDExperiência em otimização de sites, e acessibilidade e UX.",front
Development Node.JS,Development and Refactoring in Node.JS,back
Desenvolvedor de software web,Competências: Angular (Framework) · TypeScript · Java · Docker · Git,back
Bolsista,Bolsista no Laboratório de Automação e Integração de Sistemas na UFRGS.Atuação na área de testes e qualidade em projetos desenvolvidos pelo Instituto de Informática da UFRGS em parceria com a Altus Sistemas de Automação.Desenvolvimento e execução de casos de teste.Desenvolvimento em Python de ferramentas de automação de software dos projetos desenvolvidos pelo laboratório.,indefinido
Monitor,Monitoria na área prática da disciplina de Algoritmos e Programação.Auxílio no ensino de lógica de programação e da linguagem C.,indefinido
Sales Account Executive,Ajudando a WEEL a ser o próximo unicórnio!Fazendo conversão do lead gerado pelo time de SDR em uma oportunidade real;Auxiliando os clientes indicados pelos parceiros (farming dos parceiros);Aprimorando conhecimento sobre o mercado de crédito e tecnologia para educar o cliente;Negociando propostas e auxiliando na experiência da primeira operação do cliente.,indefinido
Consultora de análise de negócios,"Potencialização na geração de demanda, conversão e retenção de clientes através da análise e estruturação de dados de ponta a ponta no processo comercial, inclusive obtendo informações de setores como marketing, operações e financeiro.",indefinido
Consultora de análise de negócios,A Mkt4Sales é uma consultoria de estratégia comercial especializada em estruturar Máquinas de Vendas para empresas B2B de vendas complexas gerando previsibilidade de receita e aumentando a geração de oportunidades qualificadas.,indefinido
Nome da empresa Falcão Bauer,"Responsável por entender as reais necessidades de todos os interessados, contribuir com idéias e soluções que permitam com que os objetivos da organização sejam atingidos, atuar como um facilitador na comunicação para que seja clara e efetiva entre todos os envolvidos, respondendo diretamente para a diretoria",indefinido
Consultora em análise de negócios e vendas,"Product owner do CRM e conteúdo comercial, planejamento dos sistemas de captura, negociação e gestão de oportunidades.",indefinido
Desenvolvedor Front-end,"JavaScript, Angular, TypeScript, Jest, HTML5, CSS3/SASS, Adobe XD, Git, Scrum e experiência do usuário.",front
Front-end Consultant,"Tecnologias utilizadas: JavaScript(ES6) / Angular, React, TypeScript, NextJS, GraphQL, Storybook, Jest, Testing Library, Cypress, HTML5, CSS3/ Sass, Git e Scrum.",front
Desenvolvedor Front-end,"JavaScript(ES6) / Angular, React, TypeScript, NextJS, GraphQL, Storybook, Jest, Testing Library, Cypress, HTML5, CSS3/ Sass, Zeplin, Adobe XD, Git, Scrum e experiência do usuário.",front
Desenvolvedor Front-End,"Tecnologias utilizadas: React, Angular, Javascript (ES6), HTML5, CSS3 / SASS, React, TypeScript, Git, Storybook, Jest, Testing Library e Scrum.",front
Desenvolvedor Web,"Tecnologias utilizadas: WordPress, Javascript (ES6), HTML5, CSS3 / SASS, TypeScript, Jest, Testing Library, Git, Bootstrap, PHP, .NET Core, MySQL, SQL Server",fullstack
Desenvolvedor Full-Stack,"Tecnologias utilizadas: Javascript (ES6), HTML5, CSS3, ASP.NET MVC, ASP.NET Core, SQL Server.",fullstack
Co-founder | CEO,"As CEO, my mission is to provide all the tools necessary for my team to do their best.I believe that the culture of the organization is what makes it thrive, so I mull my daily tasks to keep the culture of the organization as clear as possible for all employees and partners.So, I lead the following teams under my responsability:- Sales- Marketing- Customer Success- HR- Financial ",indefinido
Nome da empresa MStech,"Project manager and technical leader, I used .NET technologies to make software for the government and some private institutions.Some of my tasks were:- Organizing and prioritizing demands from the client- Leading my team to the execution of the tasks and analysis of agile metrics- Development and maintenance of WEB applications- Development and maintenance of APIs- Publication of applications and APIs on servers ",indefinido
CTO | Head of Mobile,"head of tech, helping my teammates to develop and maintain a mobile apps and websites.",mobile
Tech Lead,"Desenvolvimento e manutenção de API´s e Serviços Batch em .net core. utilizando a stack ( elastic search, mysql, mongodb ) utilizando componentes na AWS (S3, lambdas, Kubernetes. Cloud Watch, SQS).Essas API´s e Serviços tem como objetivo prover dados de Recomendações de produtos, Detecção de abandono de carrinhos, Criação de campanhas de aniversário, Campanhas Inatividade na loja, Campanhas de novos Cadastros, para lojas virtuais da Tray.",back
Software Engineer / CloudArchitect / Cofounder,Desenvolvimento e manutenção de serviços utilizando .net core e nodejs para backend e frontend em angularjs. Criação e manutenção de ambiente cloud utilizando docker e cloud run services na GCP e Azure DataFactory para migração de dados.,fullstack
Senior Software Engineer / Cloud Architect,"Desenvolvimento de Portal de Relatórios de monitoramento de cybersecutiry, utilizando Nodejs como backend e React como front e geração de relatórios utilizando puppeter. Criação de e administração de ambiente cloud na Google Cloud.",fullstack
Senior Software Engineering,"SaphetyDesenvolvimento de Microserviços usando .net 4.7.2 e .net core, usando comunicação em REST e Rabbit MQ. Aplicação de boas práticas de desenvolvimento com DDD. Desenvolvimento de FrontEnd AngulaJS.Projeto com enfase no processamento de billing.Vesting FinanceDesenvolvimento de Microserviços usando .net 4.7.2 e .net core, usando comunicação em REST e Azure Service Bus. Desenvolvimento de testes automatizados usando Cypress (Nodejs) e FrontEnd Angular 8 E Asp.net MVC.Time Internacional composto por Ingleses, Holandeses, Portugueses e Brasileiros, onde a língua Inglesa se faz essencial para a comunicação.Construção de pipelines usando Azure Devops e ARM templates.Edenred PortugalDesenvolvimento de Microserviços utilizando .Net core, usando comunicação em REST e Azure Service Bus. Construção de pipelines usando Azure Devops e ARM templates.",back
Engenheiro de Software,"Arquitetando Software, melhorando e corrigindo erros em um software complexo de fidelidade usando microservices, azure, service bus, azure devops, mongodb, elastic search, aws cognito, reactjs com redux e hooks.",back
Solutions Architect | Software Engineer | Trainer,"Fazer avaliações de arquitetura dos clientes e propor melhorias, considerando perfomance, boas práticas, alta disponibilidade, resiliência e otimização de custos. Eu sou o principal Arquiteto a dar suporte aos clientes em relação ao tema DevOps.Desenvolver aplicação de billing para a startup gerenciar seu consumo em .net core e react com redux e hooks.TechnologiesAzure, Data Factory, Web App , Azure Function Apps, Aws, Lambda, VPC, Redis, RDS, SQL, Azure Devops, Dynatrace, MongoDB, React, NodeJs, .net core, ansible, kubernets",fullstack
Arquiteto de Soluções,"Coordenação de desenvolvimento de projetos TAQE, BOB's Delivery, Linx.Coordenador do Programa de Formação de novos estagiários.Tecnologias Utilizadas –Wpf, WebApi, Angular 1 e 2, NodeJs, T­SQL, Gulp, Webpack, Docker, Digital Ocean, Azure, Ionic 1 e 2, MVC, SQL Azure, Entity Framework, TDD, DDD, Koa, Express, Redis, RabbitMq, MongoDb, Kafka e Spark.",fullstack
Analista de Sistemas / Coordenador de Sustentação de Sistema Especialista.,"Líder de sustentação de Sistemas Especialistas ( Rastreabilidade, Adcon, RDO, Calcheq, Qualimetria, Sisinvest, Portal de Monitoramento, RDO )Projeto Portal de Monitoramento( Odeq ) - Sistema de portal de monitoramento de equipamentos, desenvolvido em Asp .net / c# com banco de dados Oracle( PL/SQL ) utilizando componentes de UI ASPxExperience da Devexpress, o acesso ao banco foi feito através de ORM (Entity Framework 5), sistema arquitetado em múltiplas camadas, aplicando o conceito de DDD.Foi feito integração com EAM ( Oracle ) , com o fornecedor de dados de monitoramento ( LOOP ) e utilizado Google Maps Api.Framework em c# aplicando conceitos de DDD, ORM EntityFramework 5, com camadas MVC e WebApi, padronizando a forma de desenvolvimento de todos os desenvolvedores da equipe.Projeto Calcheq (Odeq) – Sistema de calculo de custo hora de equipamento desenvolvido em Asp .net / c# com banco de dados Oracle( PL/SQL ) utilizando componentes de UI ASPxExperience da Devexpress.Sustentação Siseng Infraestrutura- Sistema parte em asp 3 e parte em php, mas todo o seu core está em PL/Sql.",back
System Analyst,"Desenvolvimento e manutenção de rotinas e serviços PL/SQL Oracle 9i no projeto GSA (Gestão de Solicitação de Acesso), que visa a integração de sistemas necessários para controlar e unificar todas as solicitações de acessos a usuários dos diversos sistemas da Tam - Linhas Aéreas. Também foi elaborado a documentação das rotinas seguindo o padrão do cliente, como Caso de Uso, Caso de Testes, MER.A implantação e manutenção dessas rotinas, seguia o processo interno do cliente baseado no ITIL V3, com reuniões de CAB.",back
Analista de Operações,"•	Alocado em uma das Fabrica de Software da Ericsson que se localiza dentro do cliente TIM S/A na cidade Santo André, operando sistemas no ambiente de produção do cliente, executando a monitoração destes sistemas através de Terminais SSH, Remedy, Control-M, HP-Openview, também desenvolvimento de Scripts Unix, para suprir as necessidades de monitoração. •	Desenvolvimento de scripts SQL Oracle (9) para coleta de dados em produção",indefinido
Consultor Delphi Oracle,"Tecnologias Utilizadas – Delphi, PL/SQL.",back
Solutions Architect | Software Engineer | Trainer,"Fazer avaliações de arquitetura dos clientes e propor melhorias, considerando perfomance, boas práticas, alta disponibilidade, resiliência e otimização de custos. Eu sou o principal Arquiteto a dar suporte aos clientes em relação ao tema DevOps.TechnologiesAzure, Data Factory, Web App , Azure Function Apps, Aws, Lambda, VPC, Redis, RDS, SQL, Azure Devops, Dynatrace, MongoDB, React, NodeJs, .net core, ansible, kubernets",back
Arquiteto de Soluções,"Coordenação de desenvolvimento de projetos TAQE, BOB's Delivery, Linx.Coordenador do Programa de Formação de novos estagiários.Tecnologias Utilizadas –Wpf, WebApi, Angular 1 e 2, NodeJs, T­SQL, Gulp, Webpack, Docker, Digital Ocean, Azure, Ionic 1 e 2, MVC, SQL Azure, Entity Framework, TDD, DDD, Koa, Express, Redis, RabbitMq, MongoDb, Kafka e Spark.",fullstack
Consultor Delphi Oracle,"Tecnologias Utilizadas – Delphi, PL/SQL.",back
Tech Leader,"Empresa de TI atuante no mercado de varejo. Sou lider técnico fullstack e estou responsável por implementações e evoluções dos sistemas internos e de clientes utlizando PHP, Laravel, Aurora/Mysql, ElasticSearch e NodeJS para o desenvolvimento backend . Para o front utilizamos VueJS e React ( web e mobile/native ).",fullstack
Desenvolvedor Fullstack Python,"Na Interaktiv tive a oportunidade de trabalhar ativamente com Python e Django em um projeto voltado para área de saúde. Fiquei responsável pela evolução do backend, bem como suporte e desenvolvimento do frontend.As principais tecnologias foram: - Python 3 - PostgreSQL - VueJS - Docker - Filas com Python Queue",fullstack
Desenvolvedor NodeJS FullStack,"Na Bossa, atuei como desenvolvedor prolancer fullstack NODEJS e ReactJS alocado em squads que cuidam e desenvolvem o produto do cliente desde a sua concepção inicial, prototipagem, e desenvolvimento.",fullstack
Programador FullStack Pleno,"Desenvolver, manter e atualizar sistema de uso interno utilizando uma stack variada.Por aqui usamos PHP, Delphi/Lararus e Ruby",back
Programador PHP,"Implementação de melhorias , correções de bugs e customizações nos sistemas da empresa e de seus clientes utilizando PHP - HTML - JS.",fullstack
Programador FullStack PHP,"Sistema desenvolvido para a Start Comunicação com a finalidade de receber e organizar as campanhas de marketing criada pelos usuários cadastrados no sistema. O sistema tem como principal função fazer a coleta das campanhas e suas mídias, compactar tudo e enviar para o administrador responsável que irá aprová-la ou não. O sistema já encontra-se em produção a mais de 1 ano.",indefinido
Programador PHP,HOME-OFFICE: Desenvolvimento de novos sistemas web e manutenção em sistemas legados em funcionamento na empresa com framework CakePHP,back
Programador Backend PHP,HOME-OFFICE: Desenvolvimento de novos sistemas web e manutenção em sistemas legados em funcionamento na empresa utilizando sempre PHP e Framework Laravel.,back
Tech Leader,"Empresa de TI atuante no mercado de varejo. Sou lider técnico fullstack e estou responsável por implementações e evoluções dos sistemas internos e de clientes utlizando PHP, Laravel, Aurora/Mysql, ElasticSearch e NodeJS para o desenvolvimento backend . Para o front utilizamos VueJS e React ( web e mobile/native ).",fullstack
Desenvolvedor Fullstack Python,"Na Interaktiv tive a oportunidade de trabalhar ativamente com Python e Django em um projeto voltado para área de saúde. Fiquei responsável pela evolução do backend, bem como suporte e desenvolvimento do frontend.As principais tecnologias foram: - Python 3 - PostgreSQL - VueJS - Docker - Filas com Python Queue",fullstack
Desenvolvedor NodeJS FullStack,"Na Bossa, atuei como desenvolvedor prolancer fullstack NODEJS e ReactJS alocado em squads que cuidam e desenvolvem o produto do cliente desde a sua concepção inicial, prototipagem, e desenvolvimento.",fullstack
Programador FullStack Pleno,"Desenvolver, manter e atualizar sistema de uso interno utilizando uma stack variada.Por aqui usamos PHP, Delphi/Lararus e Ruby",back
Programador PHP,"Implementação de melhorias , correções de bugs e customizações nos sistemas da empresa e de seus clientes utilizando PHP - HTML - JS.",fullstack
Programador FullStack PHP,"Sistema desenvolvido para a Start Comunicação com a finalidade de receber e organizar as campanhas de marketing criada pelos usuários cadastrados no sistema. O sistema tem como principal função fazer a coleta das campanhas e suas mídias, compactar tudo e enviar para o administrador responsável que irá aprová-la ou não. O sistema já encontra-se em produção a mais de 1 ano.",indefinido
Programador PHP,HOME-OFFICE: Desenvolvimento de novos sistemas web e manutenção em sistemas legados em funcionamento na empresa com framework CakePHP,back
Programador Backend PHP,HOME-OFFICE: Desenvolvimento de novos sistemas web e manutenção em sistemas legados em funcionamento na empresa utilizando sempre PHP e Framework Laravel.,back
CTO | Head of Mobile,"head of tech, helping my teammates to develop and maintain a mobile apps and websites.",indefinido
Instrutor Frontend,"Atuação no projeto DEVinHouse na modalidade EAD, lecionando disciplina de Angular e C#",front
Frontend Engineer,"Atuando na Squad de Arquitetura e Engenharia dentro do Cliente TOTVS.Atuo com Angular, no time de arquitetura. Suportando alguns projetos de outras squads voltadas para Softwares para gestão de hospitalidade.Sobre projetos: Angular 10+, NX Workspace, Libs usando monorepo, gerenciamento de estado com NgRx, cobertura de testes unitários com Jest/Jasmine.",front
Desenvolvedor Front-end,"Projeto Atual: Atuei como Desenvolvedor Frontend (Angular/Ionic) para o projeto para um Banco.Atividades: Participo das implementações de novas features seguindo mockups fornecidos pelo time de UX, improvments e BUGs. Para o desenvolvimento WEB, o Angular na versão 12, teste unitários com Jest. No desenvolvimento mobile, utilizando o Ionic 5.Projeto Investimentos: Atuo como Desenvolvedor Frontend para o projeto no Cliente Americano em um projeto de Investimentos. Atividades: Participo das implementações de novas features seguindo mockups fornecidos pelo time de UX, improvments e BUGs. Utilizando Angular na versão 11, documentação de componentes com Storybook e gerenciamento de estados com NGXS.Projeto Logística: Atuei como Desenvolvedor Front-end no Cliente de Logística. Atividades: Participei de implementações de novas features e melhorias. Fazendo alinhamentos com P.O para nivelamento do negócio, com Product Designer para padronização dos componentes do Frontend e com o Desenvolvedor Backend para otimizações das requests/responses das Integrações aos microserviços. Foi utilizado o Angular na versão 8, o Bitbucket para gerenciamento dos repositórios, criação de branchs e pull requests, Jenkins para acompanhar o CI/CD, KIBANA para consultar logs da aplicação.",front
Arquiteto de soluções de negócios,"Atuei como Arquiteto de Soluções de Negócio junto ao time de arquitetura do sistema SIG, com responsabilidade por realizar code reviews do time de desenvolvimento, contribuição nas definições e gerenciamento de padrões de arquitetura e desenvolvimento, configurar e manter pipelines de CI e CD e apoio técnico ao time de desenvolvimento interno e externo e implementar melhorias ao projeto.",indefinido
Analista Desenvolvedor,"Atuei como Analista e desenvolvedor Full-stack no projeto nacional SIG, um ERP educacional para unificar sistemas educacionais do Senac em todo o país, nos portais do Senac: Portal do Aluno e Matrícula WEB, e manutenção no portal corporativo Sharepoint. Utilizando tecnologias de Back-end: C#, ASP.NET Core, Entity Framework, RabbitMQ, SQL Server; de Front-end o: Angular, Typescript, Angular Material, Sass e Bootstrap.",fullstack
Analista Desenvolvedor de Sistemas II,"Atuei como Desenvolvedor Back-end (PHP) na equipe de desenvolvimento de módulos e manutenção do software e aplicativo SUN (Sistema único Nacional) e seus Canais (Canal Varejo, Canal Porta a Porta e Canal Distribuição). Utilizando tecnologia como PHP, Restful API e Framework Laravel.Para Front-end foi utilizado Javascript e Vuejs e no desenvolvimento de aplicativo Android o Java . Gerenciamento de projetos com Jira, Versionamento e Repositório no Github e para comunicação o Hipchat e Slack.",fullstack
Analista de sistemas Júnior,Atuei no núcleo de Tecnologia e Informação da Secretaria de Saúde do estado de MSTrabalhei em desenvolvimento e manutenção de sites e sistemas internos para gestão de contratos e para gestão de congressos para setor da saúde. Utilizando ferramentas como PHP e framework Laravel. Manutenção no portal saude.ms.gov.br/ utilizando Wordpress .,back
Programador Web,"Atuei na equipe de desenvolvimento de sites, aplicativos e softwares web - ConsultaBrasil, Êxito Gestão Jurídica. Utilizando ferramentas como PHP e o framework CakePHP. Criação de Protótipos com Justimind e Desenvolvimento de aplicativos Android com Java.",back
Estagiário - Desenvolvimento de Softwares e Aplicativos,"Auxílio no desenvolvimento de softwares, sites, portais e aplicativos.No desenvolvimento de software foi utilizado PHP, utilizando framework CakePHP.Gerenciamento de projetos com o Readmine e versionamento de código com o Gite outras tecnologias como HTML, CSS, Javascript e JQuery.Para os sites e portais administrativos gerenciavéis foi utilizado ferramentas como Wordpress, e Plugins/funções customizadas. No desenvolvimento de aplicativos Capins - Catálogo de Pastagens, Scot Consultoria para plataforma Android. Utilizando tecnologias como Java, XML e Eclipse ADT.",mobile-fullstack
Programador sênior,Competências: .NET Core · React Hooks · Programação reativa · CSS · Microsoft SQL Server · React.js,front
Front-end Engineer,"Responsável por arquitetar o novo site da Mitsubishi do Brasil. Nextjs, typescript, context api & react hooks.https://www.mitsubishimotors.com.br/",front
Front-end Engineer,"Responsável pelo desenvolvimento do site estático novo do produto tendo foco em performance e SEO utilizando gatsby - http://lapag.com.brResponsável pelo desenvolvimento do site estático e sistema de ""blog"" para a nova central de ajuda do produto tendo foco em performance e SEO utilizando gatsby - http://ajuda.lapag.com.brResponsável pelo desenvolvimento do site estático LaPag tendo foco em performance e SEO utilizando gatsby - http://lapag.com.brDesenvolvimento de novas features do sistema e site Lapag/Gal utilizando Meteor, React e Styled Components",indefinido
Flutter Developer,"Responsável pela construção de componentes em Flutter para a parte do banco digital do BV.Tecnologias utilizadas: Flutter, bloc",front
React Developer,"Responsável pelo desenvolvimento da arquitetura de um sistema escalável para a Porto Seguro. Projeto feito em React e Redux, junto ao firebase e styled-components. Também editei vídeos de tutorial para facilitar o entendimento da mesma (Premiere & After Effects).https://porto-seguro-r-financeiros.firebaseapp.com/",front
Fullstack Developer,"Responsável por novas features e layouts do site http://sprinta.com.br onde trabalhei durante 1 ano exclusivamente para eles.Desenvolvimento de aplicativos para eventos esportivos pela sprinta utilizando react-native.Responsável pela construção completa do site https://betafly.global com Wordpress & PluginsDesenvolvimento de sites com html, css, javascript(react, angular, jquery), wordpress, desenvolvimento de apps com react-native e backend com node express e mongodb",mobile-fullstack
